"Identificador do processo de viagem";"Meio de transporte";"País - Origem ida";"UF - Origem ida";"Cidade - Origem ida";"País - Destino ida";"UF - Destino ida";"Cidade - Destino ida";"País - Origem volta";"UF - Origem volta";"Cidade - Origem volta";"Pais - Destino volta";"UF - Destino volta";"Cidade - Destino volta";"Valor da passagem";"Taxa de serviço"
"0000000000014466444";"Aéreo";"Brasil";"Rio Grande do Norte";"Natal";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"359,20";"0,00"
"0000000000014466503";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Suíça";"";"Zurique";"Suíça";"";"Zurique";"Brasil";"Distrito Federal";"Brasília";"5318,19";"0,00"
"0000000000014466520";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"157,84";"0,00"
"0000000000014466520";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"157,84";"0,00"
"0000000000014466793";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Espírito Santo";"Vitória";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"793,19";"0,00"
"0000000000014466793";"Aéreo";"Brasil";"Espírito Santo";"Vitória";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"325,16";"0,00"
"0000000000014466932";"Aéreo";"Brasil";"Minas Gerais";"Belo Horizonte";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"619,76";"0,00"
"0000000000014466948";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Bahia";"Vitória da Conquista";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"577,63";"0,00"
"0000000000014466948";"Aéreo";"Brasil";"Bahia";"Vitória da Conquista";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"816,49";"0,00"
"0000000000014467087";"Aéreo";"Índia";"";"Nova Delhi";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Índia";"";"Nova Delhi";"6105,13";"0,00"
"0000000000014467167";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Bahia";"Salvador";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"539,15";"0,00"
"0000000000014467167";"Aéreo";"Brasil";"Bahia";"Salvador";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"270,36";"0,00"
"0000000000014467333";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Acre";"Rio Branco";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"864,31";"0,00"
"0000000000014467333";"Aéreo";"Brasil";"Acre";"Rio Branco";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"631,58";"0,00"
"0000000000014468020";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014468020";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1057,93";"0,00"
"0000000000014468125";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1057,93";"0,00"
"0000000000014468125";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014468126";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"570,09";"0,00"
"0000000000014468126";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"462,49";"0,00"
"0000000000014468126";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014468126";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"527,48";"0,00"
"0000000000014468126";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"808,78";"0,00"
"0000000000014468126";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"707,24";"0,00"
"0000000000014468140";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014468140";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"926,15";"0,00"
"0000000000014468991";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Canadá";"";"Montreal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5531,82";"0,00"
"0000000000014469062";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Canadá";"";"Montreal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5531,82";"0,00"
"0000000000014469166";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"527,48";"0,00"
"0000000000014469166";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"707,24";"0,00"
"0000000000014469166";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"643,88";"0,00"
"0000000000014469166";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014469166";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"462,49";"0,00"
"0000000000014469166";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"570,09";"0,00"
"0000000000014469167";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"808,78";"0,00"
"0000000000014469167";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"462,49";"0,00"
"0000000000014469167";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"570,09";"0,00"
"0000000000014469167";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014469167";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"527,48";"0,00"
"0000000000014469167";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"707,24";"0,00"
"0000000000014469168";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"707,24";"0,00"
"0000000000014469168";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"808,78";"0,00"
"0000000000014469168";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014469168";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"527,48";"0,00"
"0000000000014469264";"Aéreo";"China";"";"Pequim";"Espanha";"";"Madri";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4704,20";"0,00"
"0000000000014469305";"Aéreo";"China";"";"Pequim";"Espanha";"";"Madri";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4704,20";"0,00"
"0000000000014469746";"Aéreo";"Tailândia";"";"Bangcoc";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"6491,98";"0,00"
"0000000000014470411";"Aéreo";"Brasil";"Goiás";"Goiânia";"Espanha";"";"Barcelona";"Espanha";"";"Barcelona";"Brasil";"Goiás";"Goiânia";"4846,28";"0,00"
"0000000000014470516";"Aéreo";"Brasil";"Goiás";"Goiânia";"Espanha";"";"Barcelona";"Espanha";"";"Barcelona";"Brasil";"Goiás";"Goiânia";"4846,28";"0,00"
"0000000000014470954";"Aéreo";"Brasil";"Goiás";"Goiânia";"Irlanda";"";"Dublin";"Irlanda";"";"Dublin";"Brasil";"Goiás";"Goiânia";"4312,43";"0,00"
"0000000000014470996";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Suíça";"";"Zurique";"Suíça";"";"Zurique";"Brasil";"Distrito Federal";"Brasília";"5318,19";"0,00"
"0000000000014471110";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Suíça";"";"Zurique";"Suíça";"";"Zurique";"Brasil";"Distrito Federal";"Brasília";"5737,25";"0,00"
"0000000000014471195";"Aéreo";"Guatemala";"";"Cidade da Guatemala";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3995,66";"0,00"
"0000000000014471247";"Aéreo";"Guatemala";"";"Cidade da Guatemala";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"3999,58";"3373,22"
"0000000000014472620";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Canadá";"";"Montreal";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5531,82";"0,00"
"0000000000014472834";"Aéreo";"Tailândia";"";"Bangcoc";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"6494,23";"5562,22"
"0000000000014474272";"Aéreo";"Brasil";"Pará";"Belém";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"543,90";"0,00"
"0000000000014474272";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Amazonas";"Manaus";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"289,83";"0,00"
"0000000000014474272";"Aéreo";"Brasil";"Amazonas";"Manaus";"Brasil";"Pará";"Belém";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"717,53";"0,00"
"0000000000014474272";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"808,71";"0,00"
"0000000000014474272";"Aéreo";"Brasil";"Pernambuco";"Recife";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1127,84";"0,00"
"0000000000014474742";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Washington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5973,93";"0,00"
"0000000000014474791";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Washington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"6322,65";"0,00"
"0000000000014474840";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Estados Unidos da América";"";"Washington";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"6322,65";"0,00"
"0000000000014475126";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Guiana (Guiana Inglesa)";"";"Georgetown";"Guiana (Guiana Inglesa)";"";"Georgetown";"Brasil";"Distrito Federal";"Brasília";"4422,60";"0,00"
"0000000000014475139";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1193,60";"0,00"
"0000000000014475139";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1427,93";"0,00"
"0000000000014475257";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1427,93";"0,00"
"0000000000014475257";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1193,60";"0,00"
"0000000000014475514";"Aéreo";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"699,31";"0,00"
"0000000000014475514";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rio de Janeiro";"Rio de Janeiro";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1566,93";"0,00"
"0000000000014475522";"Aéreo";"Argentina";"";"Buenos Aires";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2595,87";"0,00"
"0000000000014475715";"Aéreo";"Argentina";"";"Buenos Aires";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2595,87";"0,00"
"0000000000014475757";"Aéreo";"Argentina";"";"Buenos Aires";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2595,87";"0,00"
"0000000000014475983";"Aéreo";"Paraguai";"";"Assunção";"Itália";"";"Roma";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5380,12";"0,00"
"0000000000014476034";"Aéreo";"Paraguai";"";"Assunção";"Itália";"";"Roma";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"5380,12";"0,00"
"0000000000014476051";"Aéreo";"Paraguai";"";"Assunção";"Itália";"";"Roma";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4239,44";"0,00"
"0000000000014476111";"Aéreo";"Paraguai";"";"Assunção";"Itália";"";"Roma";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4239,44";"0,00"
"0000000000014476763";"Aéreo";"Japão";"";"Tóquio";"Líbano";"";"Beirute";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2802,83";"0,00"
"0000000000014476806";"Aéreo";"Japão";"";"Tóquio";"Líbano";"";"Beirute";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2802,83";"0,00"
"0000000000014476968";"Aéreo";"Japão";"";"Tóquio";"Líbano";"";"Beirute";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"2141,23";"0,00"
"0000000000014477235";"Aéreo";"Alemanha";"";"Stuttgart";"Eslovênia";"";"Liubliana";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1373,11";"0,00"
"0000000000014477235";"Aéreo";"Eslovênia";"";"Liubliana";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"0,00";"0,00"
"0000000000014477387";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1834,19";"0,00"
"0000000000014477387";"Aéreo";"Uruguai";"";"Montevidéu";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1928,43";"0,00"
"0000000000014477439";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Portugal";"";"Lisboa";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1834,19";"0,00"
"0000000000014477439";"Aéreo";"Uruguai";"";"Montevidéu";"Brasil";"São Paulo";"São Paulo";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1928,43";"0,00"
"0000000000014479966";"Aéreo";"Tailândia";"";"Bangcoc";"China";"";"Xangai";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1076,40";"0,00"
"0000000000014480287";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"678,14";"0,00"
"0000000000014480287";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"897,05";"0,00"
"0000000000014480415";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"897,05";"0,00"
"0000000000014480415";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"678,14";"0,00"
"0000000000014480505";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1455,93";"0,00"
"0000000000014480505";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"678,14";"0,00"
"0000000000014480505";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"464,53";"0,00"
"0000000000014480505";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1887,93";"0,00"
"0000000000014480505";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014480505";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"897,05";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"464,53";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"892,51";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1887,93";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"897,05";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1455,93";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"570,09";"0,00"
"0000000000014480579";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"462,49";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1455,93";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Alagoas";"Maceió";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"570,09";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"464,53";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1887,93";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"678,14";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Rondônia";"Porto Velho";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"1053,39";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Rondônia";"Porto Velho";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"897,05";"0,00"
"0000000000014480580";"Aéreo";"Brasil";"Distrito Federal";"Brasília";"Brasil";"Alagoas";"Maceió";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"430,48";"0,00"
"0000000000014481844";"Aéreo";"Espanha";"";"Madri";"Polônia";"";"Varsóvia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"501,44";"0,00"
"0000000000014481893";"Aéreo";"Espanha";"";"Madri";"Polônia";"";"Varsóvia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"501,44";"0,00"
"0000000000014481939";"Aéreo";"Espanha";"";"Madri";"Polônia";"";"Varsóvia";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"452,60";"0,00"
"0000000000014482475";"Aéreo";"Brasil";"Bahia";"Salvador";"Brasil";"Pernambuco";"Recife";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"237,68";"5,00"
"0000000000014482691";"Aéreo";"Peru";"";"Lima";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"4533,27";"0,00"
"0000000000014482791";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"373,80";"0,00"
"0000000000014482825";"Aéreo";"Brasil";"São Paulo";"São Paulo";"Brasil";"Distrito Federal";"Brasília";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"Sem Informação";"373,80";"0,00"
